name,domain,linkedin_url,headquarters,location,description,primary_industry,size,revenue_range,revenue_currency,country,company_type,employee_count,revenue_usd_m,rank,category,write_idempotency_key
Angela Modas Ltda,angelamodas.com.br,https://linkedin.com/company/angela-modas-ltda,Brazil,Brazil,"Angela Modas Ltda is a retail company specializing in fashion and apparel. Based in Brazil, the company caters to local markets with a focus on stylish and affordable clothing options. It aims to provide quality products to its customers while maintaining a strong presence in the retail sector.",Fashion Retail,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,639.0,Retail,4121fe667246b8ec893f57b2e7033d69
"APP Group, Inc",appgroup.ca,https://linkedin.com/company/app-group-inc,"Montreal, Quebec, Canada",Global,"APP Group, Inc is a Canadian retail company specializing in luxury outerwear and fashion. Known for its premium brands such as Mackage and SOIA & KYO, the company has established a strong presence in the global fashion market, offering high-quality products designed for style and functionality.",Fashion Retail,201-500 employees,Under $10M,USD,Canada,Private Company,500,0.0,640.0,Retail,160e9feda48851bccb0159131dbfbbd8
Wilson Sporting Goods,wilson.com,https://linkedin.com/company/wilson-sporting-goods,"Chicago, Illinois, USA",Global,"Wilson Sporting Goods is a leading manufacturer of sports equipment and apparel, specializing in products for tennis, golf, baseball, basketball, and other sports. Known for its innovation and quality, Wilson serves professional athletes and recreational players worldwide.",Sporting Goods,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,1600,0.0,642.0,Retail,943498aaa77eac94b9a726cf7741b7f7
Apto Skincare,aptoskincare.com,https://linkedin.com/company/apto-skincare,"New York, NY, USA","New York, NY, USA","Apto Skincare is a beauty and skincare company focused on creating sustainable, affordable, and effective skincare products. The brand emphasizes clean ingredients, eco-friendly packaging, and accessibility for a wide range of consumers. Apto Skincare is committed to transparency and innovation in the beauty and cosmetics industry.",Beauty & Cosmetics,11-50 employees,Under $10M,USD,United States,Private Company,15,0.0,641.0,CPG,eeb5e9f3d6e5dd7f19a5a4f549b0442e
Cazari,cazari.com,https://linkedin.com/company/cazari,"Tokyo, Japan",Japan,"Cazari is a retail company based in Japan, specializing in providing high-quality consumer goods. Despite its current revenue status, the company is positioned to grow within the competitive retail market, focusing on innovative products and customer satisfaction.",Retail,201-500 employees,Under $10M,USD,Japan,Private Company,201,0.0,643.0,Retail,4b443bd9a3d6ce5f0d732d8d8cf99fa1
Celebrart Baloes,celebrartbaloes.com,https://linkedin.com/company/celebrart-baloes,Brazil,Brazil,"Celebrart Baloes specializes in retailing balloons and party supplies, catering to customers in Brazil. The company focuses on providing high-quality products for celebrations and events, aiming to enhance festive experiences.",Party Supplies Retail,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,645.0,Retail,afb8ac25056436eb37b6db687da7a122
"Cedar Fair, L.P.",cedarfair.com,https://linkedin.com/company/cedar-fair,"Sandusky, Ohio, USA","Sandusky, Ohio, USA","Cedar Fair, L.P. is a leading operator of amusement parks, water parks, and entertainment venues across North America. The company owns and operates popular destinations such as Cedar Point, Kings Island, and Knott's Berry Farm, attracting millions of visitors annually. Known for its thrilling rides and family-friendly attractions, Cedar Fair is a key player in the leisure and entertainment industry.",Amusement Parks & Entertainment,"10,001+ employees",Under $10M,USD,United States,Private Company,25000,0.0,644.0,Retail,e3d6948ee67624331d523a3ae15e1c67
Center Box Supermercado (Unissul),centerbox.com.br,https://linkedin.com/company/center-box-supermercado,Brazil,Brazil,"Center Box Supermercado (Unissul) is a retail company operating in Brazil, specializing in providing a wide range of grocery and household products to local consumers. Known for its commitment to quality and affordability, the company serves as a trusted supermarket chain in the region.",Supermarket Retail,201-500 employees,Under $10M,USD,Brazil,Private Company,500,0.0,646.0,Retail,2fe478c93270a98e52c03ac11dbebb9b
Center Shop,centershop.com.br,https://linkedin.com/company/center-shop,"São Paulo, Brazil",Brazil,"Center Shop is a retail company based in Brazil, offering a wide range of consumer goods and services. Known for its commitment to affordability and quality, the company serves local communities with a focus on customer satisfaction. It operates primarily in the Brazilian market.",Retail,201-500 employees,Under $10M,USD,Brazil,Private Company,500,0.0,647.0,Retail,8db31f6be63a9e6c696d7d4385e10453
Central Amusement International Inc.,centralamusement.com,https://linkedin.com/company/central-amusement-international,"New York, NY, USA","New York, USA","Central Amusement International Inc. specializes in the management and operation of amusement parks, entertainment venues, and recreational facilities. The company is known for providing family-friendly attractions and experiences, primarily in the New York area. It is a key player in the regional entertainment and leisure industry.",Amusement & Entertainment,51-200 employees,Under $10M,USD,United States,Private Company,150,0.0,648.0,Retail,7ea0f869e179fb68643308c1f21b50fb
"Central Network Retail Group, LLC",cnrgstores.com,https://linkedin.com/company/central-network-retail-group,"Memphis, Tennessee, USA","Memphis, Tennessee, USA","Central Network Retail Group, LLC operates a network of retail stores specializing in hardware, home improvement, and building materials. The company serves local communities with a focus on customer service and quality products. It is positioned as a regional leader in the retail sector.",Home Improvement Retail,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,649.0,Retail,8f288d7b43d6435da60e2c93420339ce
Central Park Conservancy,centralparknyc.org,https://linkedin.com/company/central-park-conservancy,"New York, NY, USA","New York, NY, USA","Central Park Conservancy is a nonprofit organization dedicated to the restoration, management, and enhancement of Central Park in New York City. It oversees the maintenance and operations of the park, ensuring its preservation for future generations. The organization is a leader in urban park management and sustainability.",Nonprofit Organization Management,201-500 employees,Under $10M,USD,United States,Private Company,300,0.0,650.0,Retail,0bb4898585d20159b2ba41ba7a4c16d7
Centric Brands,centricbrands.com,https://linkedin.com/company/centric-brands,"New York, NY, USA",Global,"Centric Brands is a leading lifestyle brand collective specializing in the design, production, and distribution of apparel, accessories, and footwear. The company collaborates with renowned labels and retailers to deliver high-quality products across various categories, including luxury and consumer goods.",Fashion Retail,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,4000,0.0,651.0,CPG,9af8b8ac317cee3e32ae4e4fb0ca876a
Centro Cuesta Nacional,ccn.com.do,https://linkedin.com/company/centro-cuesta-nacional,"Santo Domingo, Distrito Nacional, Dominican Republic",Dominican Republic,"Centro Cuesta Nacional is a leading retail company in the Dominican Republic, operating a variety of supermarket chains and retail stores. It is known for providing high-quality products and services to its customers, with a strong focus on innovation and community engagement.",Supermarket Retail,"5,001-10,000 employees",Under $10M,USD,Dominican Republic,Private Company,5000,0.0,652.0,Retail,456160e1910a0963ed0f75dc32c8295e
"Centro Cuesta Nacional, C. por A.",ccn.com.do,https://linkedin.com/company/centro-cuesta-nacional,"Santo Domingo, Dominican Republic",Dominican Republic,"Centro Cuesta Nacional is a leading retail company in the Dominican Republic, operating a variety of supermarket chains and retail stores. It is known for providing high-quality products and exceptional customer service, catering to the needs of local consumers and businesses.",Supermarket Retail,"5,001-10,000 employees",Under $10M,USD,Dominican Republic,Private Company,5000,0.0,653.0,Retail,d91ea0e6f0e0145531384966ead66be2
Buy Supply,buysupply.com,https://linkedin.com/company/buy-supply,"New York, NY, USA","New York, NY, USA","Buy Supply is a retail company specializing in providing a wide range of products to consumers and businesses. Known for its commitment to quality and customer satisfaction, the company operates primarily in the United States market. It aims to deliver value through competitive pricing and efficient service.",E-commerce,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,654.0,Retail,557b0886b1150de310fcb7dc5a74140f
Chic Soul,chicsoul.com,https://linkedin.com/company/chic-soul,"Auburn, Alabama, USA","Auburn, Alabama, USA",Chic Soul is a fashion retailer specializing in trendy and stylish plus-size clothing for women. The company focuses on providing high-quality apparel that empowers women to feel confident and fashionable. Chic Soul has established itself as a go-to destination for inclusive sizing and modern designs.,Fashion Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,655.0,Retail,aee0dcde88f29d2b2a5602bfff1afa0d
"Chick-fil-A, Inc.",chick-fil-a.com,https://linkedin.com/company/chick-fil-a,"Atlanta, Georgia, USA",United States,"Chick-fil-A, Inc. is a leading American fast-food restaurant chain specializing in chicken sandwiches. Known for its exceptional customer service and quality food, the company operates over 2,800 locations primarily in the United States. Chick-fil-A is recognized for its strong brand loyalty and innovative approach to quick-service dining.",Fast Food Restaurants,"10,001+ employees",Under $10M,USD,United States,Private Company,35000,0.0,656.0,Retail,afc3724c50e08397f8b292f0c698d612
